id,age,gender,annual_income,marital_status,num_children,education,years_of_employment,credit_history,current_debt,loan_purpose
10949,35,male,51943,widowed,1,phd,32,average,9683,business
10950,20,male,91035,married,1,phd,6,average,8024,education
10951,22,female,106952,divorced,3,master,8,average,925,business
10952,35,male,115949,single,2,master,26,good,2927,home
10953,59,male,103635,widowed,2,phd,3,average,6282,business
10954,49,female,102871,divorced,1,bachelor,44,good,4461,car
10955,34,male,71214,divorced,2,bachelor,20,good,8928,business
10956,22,male,92759,divorced,0,bachelor,24,good,2005,home
10957,65,female,97619,divorced,5,phd,32,good,5741,home
10958,49,female,71033,widowed,4,bachelor,12,good,9540,car
10959,46,female,53177,married,3,phd,25,average,9048,business
10960,29,female,81481,divorced,3,master,25,good,3053,business
10961,18,female,140782,married,3,master,20,average,3198,education
10962,46,female,86290,married,4,bachelor,21,average,8042,car
10963,26,male,109541,widowed,4,bachelor,50,average,5892,business
10964,66,male,121591,married,0,phd,23,good,6471,personal
10965,60,male,108242,married,5,bachelor,49,good,1844,personal
10966,28,male,110844,divorced,1,master,14,average,9749,business
10967,48,female,76661,divorced,4,master,38,good,7662,business
10968,41,male,81767,widowed,2,phd,3,good,8271,personal
10969,68,male,90506,widowed,5,bachelor,49,average,5843,personal
10970,41,male,76078,divorced,2,bachelor,18,good,9401,business
10971,48,male,139542,married,5,master,23,average,7223,car
10972,61,female,81979,divorced,3,master,39,good,8360,education
10973,51,female,74472,divorced,2,master,19,good,6263,education
10974,39,female,99255,divorced,0,master,17,good,6271,car
10975,37,female,83450,single,1,phd,9,average,1576,personal
10976,40,female,99110,divorced,2,master,38,average,24,car
10977,70,female,105491,single,0,master,42,average,6770,car
10978,43,male,136332,married,3,bachelor,4,average,4493,home
10979,68,female,133331,widowed,5,phd,13,average,5476,personal
10980,50,male,136182,married,0,master,35,average,6616,business
10981,18,male,82976,single,4,bachelor,39,average,4584,education
10982,18,female,75307,divorced,4,bachelor,41,average,6264,personal
10983,61,female,52117,single,1,master,43,average,5264,education
10984,53,female,95718,married,4,phd,48,average,6515,car
10985,53,male,69942,divorced,4,bachelor,6,good,8003,education
10986,34,male,143367,single,1,bachelor,23,average,3908,personal
10987,19,male,70383,married,5,bachelor,21,good,4507,car
10988,53,female,97144,married,5,bachelor,10,good,7874,personal
10989,58,male,141309,divorced,3,bachelor,9,good,3443,business
10990,53,female,74160,divorced,1,phd,40,average,9765,personal
10991,52,male,97311,divorced,1,master,29,good,8233,home
10992,61,male,147866,single,3,phd,30,good,4389,home
10993,46,female,51465,single,4,bachelor,44,average,953,education
10994,53,male,92436,married,1,bachelor,5,average,61,education
10995,51,male,77049,widowed,5,phd,15,average,4631,personal
10996,33,female,71703,widowed,0,bachelor,3,average,6011,business
10997,62,male,57799,divorced,1,master,27,good,6822,car
10998,37,male,97273,single,3,bachelor,34,average,4056,car
10999,44,female,61145,married,4,bachelor,33,average,5076,car
11000,69,female,69216,married,5,phd,16,average,2069,home
11001,19,male,109501,single,4,phd,26,average,6959,home
11002,34,female,130802,married,2,master,32,good,4650,home
11003,40,female,143283,married,4,master,21,good,6737,personal
11004,49,female,123410,widowed,2,master,25,average,552,home
11005,45,female,129272,married,1,bachelor,3,average,9921,home
11006,69,female,141734,single,1,bachelor,13,average,7804,personal
11007,61,female,129565,single,0,master,40,good,5282,personal
11008,20,female,106613,single,5,master,3,average,4014,home
11009,28,female,52833,married,4,bachelor,3,average,8978,business
11010,70,male,122464,single,1,master,45,average,910,car
11011,66,male,136994,married,3,phd,43,good,919,personal
11012,26,male,64585,widowed,0,bachelor,7,average,8157,home
11013,60,male,138156,married,1,master,39,good,5267,home
11014,41,female,123695,married,5,bachelor,34,average,9437,business
11015,27,female,60877,married,2,bachelor,30,average,2892,business
11016,64,male,147852,single,3,bachelor,43,good,9920,home
11017,67,female,112498,married,5,bachelor,49,average,7789,business
11018,63,male,116172,married,2,phd,7,good,302,education
11019,51,female,60829,single,2,phd,21,average,6948,education
11020,69,male,106801,widowed,0,phd,49,good,5058,business
11021,46,female,53192,divorced,1,phd,38,average,132,education
11022,45,female,102273,widowed,1,bachelor,12,average,3199,car
11023,35,female,115181,widowed,4,bachelor,15,average,5966,personal
11024,32,female,111656,married,2,master,43,average,1352,business
11025,65,female,67729,divorced,3,phd,4,average,5413,education
11026,62,male,79555,widowed,5,master,33,good,7415,business
11027,27,male,52115,widowed,3,phd,37,average,9365,home
11028,36,male,77423,married,0,bachelor,30,average,7724,home
11029,22,female,76133,married,0,phd,18,average,7277,education
11030,36,female,103235,divorced,4,bachelor,16,good,2056,car
11031,39,female,123445,married,2,bachelor,32,good,2192,personal
11032,58,female,65287,single,5,phd,46,average,6451,business
11033,50,female,147366,single,2,master,46,good,140,business
11034,61,male,85896,single,2,phd,32,average,2783,business
11035,60,male,85203,divorced,1,phd,17,average,5326,car
11036,58,male,53246,single,2,master,17,good,8595,home
11037,59,male,124382,married,4,phd,21,good,7544,personal
11038,26,male,75429,widowed,4,bachelor,3,good,3798,home
11039,32,female,86941,widowed,5,bachelor,8,average,8296,personal
11040,51,female,127829,widowed,4,bachelor,49,average,5967,car
11041,23,male,134761,married,2,master,22,average,9406,personal
11042,20,male,136960,divorced,2,phd,11,average,3122,car
11043,29,male,89459,widowed,2,bachelor,5,good,4260,car
11044,32,male,87709,married,1,phd,19,good,3747,business
11045,29,male,124814,married,2,phd,9,average,6899,car
11046,32,male,94618,widowed,1,bachelor,14,good,4215,business
11047,46,male,125644,married,1,master,24,good,8856,business
11048,64,female,71428,married,3,master,8,good,1933,education
11049,57,female,104712,married,3,phd,46,average,3043,home
11050,24,male,119995,single,3,phd,40,average,5121,car
11051,27,male,97395,divorced,0,bachelor,44,average,5336,home
11052,63,female,110928,widowed,3,phd,8,average,8292,business
11053,58,male,74055,divorced,0,phd,30,good,8038,education
11054,26,male,106470,divorced,2,master,20,good,7745,education
11055,62,male,55450,married,3,bachelor,40,average,7476,personal
11056,69,male,92209,widowed,3,phd,25,good,2444,business
11057,49,male,91445,divorced,5,phd,7,good,9831,car
11058,70,male,63656,divorced,2,phd,43,average,3682,car
11059,57,female,70487,divorced,1,phd,20,good,2795,personal
11060,38,female,72744,single,1,bachelor,7,good,7598,personal
11061,40,female,113284,divorced,3,phd,13,good,7108,home
11062,67,female,103516,married,0,master,15,good,7362,car
11063,37,male,105666,married,5,master,47,average,199,education
11064,51,male,65427,single,2,bachelor,27,average,9594,education
11065,26,female,63756,single,3,bachelor,6,average,1026,car
11066,38,male,103653,widowed,1,phd,34,good,8407,education
11067,45,male,122839,married,3,bachelor,3,good,4228,home
11068,38,male,83018,divorced,4,master,45,average,6768,education
11069,31,female,86846,married,4,bachelor,13,good,4908,business
11070,30,male,100514,divorced,2,master,28,good,9847,education
11071,69,female,126140,divorced,3,bachelor,11,average,2015,business
11072,45,female,92944,married,1,bachelor,7,good,7836,car
11073,36,female,116324,single,2,phd,23,average,4412,home
11074,59,male,104502,widowed,0,phd,26,average,6867,car
11075,21,female,111512,divorced,3,phd,45,good,7062,business
11076,64,female,91555,single,1,master,41,good,3969,business
11077,60,male,123770,divorced,5,bachelor,43,good,9861,business
11078,47,female,55653,divorced,0,master,4,good,7782,business
11079,27,female,148682,single,4,master,8,good,239,business
11080,43,female,56542,single,0,phd,22,good,2938,car
11081,66,female,117193,single,5,master,40,average,8950,personal
11082,39,female,110965,divorced,2,bachelor,40,average,5087,education
11083,37,female,58037,single,4,master,36,good,2170,business
11084,31,female,149023,married,0,bachelor,18,good,1002,personal
11085,35,male,133806,widowed,4,master,7,good,1829,home
11086,42,female,80730,divorced,5,master,23,good,3637,home
11087,47,female,102563,widowed,3,bachelor,42,good,8631,personal
11088,42,male,71662,divorced,0,phd,15,good,7064,business
11089,31,female,93633,married,3,bachelor,32,average,2180,car
11090,35,female,107154,single,0,master,35,average,3740,business
11091,68,female,53924,divorced,4,phd,14,average,2990,business
11092,21,male,64341,married,0,bachelor,12,good,274,education
11093,26,female,73859,divorced,5,master,33,average,8138,home
11094,27,male,76803,married,3,phd,8,good,1981,car
11095,47,female,55747,married,3,phd,23,average,187,home
11096,65,male,55598,divorced,5,phd,47,average,1310,personal
11097,42,female,87040,widowed,1,master,40,average,2375,personal
11098,38,male,122027,divorced,3,bachelor,31,average,2206,car
11099,62,female,130940,divorced,5,bachelor,34,good,1355,business
11100,68,female,61661,single,2,phd,10,average,24,home
11101,20,male,138004,divorced,3,phd,30,average,3783,business
11102,57,female,82410,divorced,4,master,26,good,4738,education
11103,25,female,58331,divorced,0,master,46,average,2866,car
11104,25,female,52668,married,4,phd,45,good,3926,home
11105,21,female,76618,widowed,4,bachelor,32,average,4620,education
11106,21,female,112356,single,2,bachelor,27,average,3964,personal
11107,46,female,127245,single,2,master,10,good,5068,home
11108,65,female,79426,divorced,4,bachelor,25,good,1754,home
11109,47,female,74421,widowed,0,master,15,average,3715,personal
11110,49,female,141161,widowed,0,bachelor,15,average,4067,education
11111,30,male,72533,widowed,2,phd,26,average,9949,education
11112,30,female,132826,divorced,0,bachelor,30,average,7400,education
11113,65,female,88935,married,5,master,19,average,2105,personal
11114,34,female,113118,married,2,phd,34,good,1910,education
11115,30,female,142353,single,0,master,12,average,7210,home
11116,54,male,106981,divorced,3,master,45,good,811,home
11117,21,male,77636,single,2,master,25,average,4983,business
11118,55,male,111515,single,0,bachelor,35,good,2028,business
11119,67,male,67829,single,2,bachelor,40,average,5222,car
11120,42,female,90897,married,1,master,4,good,1785,car
11121,58,male,120018,divorced,4,master,10,good,9723,car
11122,31,male,95626,widowed,3,master,22,good,3776,business
11123,24,female,103659,divorced,3,master,38,average,5704,education
11124,69,female,66877,married,4,bachelor,10,average,9132,car
11125,58,female,61848,divorced,5,master,17,good,7619,business
11126,69,female,111061,divorced,4,bachelor,28,good,3311,education
11127,68,female,109305,single,3,master,19,good,5093,personal
11128,61,male,122179,widowed,5,bachelor,29,good,6741,education
11129,52,female,77413,widowed,3,phd,7,average,8122,home
11130,37,female,124557,single,4,phd,30,good,5392,personal
11131,27,male,96457,widowed,1,master,19,average,3023,business
11132,53,male,97419,married,1,phd,3,average,7546,car
11133,44,female,141301,single,0,bachelor,24,good,2934,education
11134,66,female,121009,single,2,master,24,average,767,car
11135,34,female,109340,single,2,master,20,average,3461,personal
11136,63,female,64093,widowed,5,bachelor,22,average,9117,business
11137,55,female,122978,widowed,3,phd,45,good,7390,car
11138,32,male,119035,widowed,0,phd,36,good,442,home
11139,23,male,124103,married,1,bachelor,45,average,7203,car
11140,65,female,148724,single,5,bachelor,33,average,200,personal
11141,30,male,68869,divorced,4,bachelor,3,good,5231,personal
11142,43,female,57651,married,0,master,38,good,1429,education
11143,60,female,95834,divorced,2,phd,40,average,6972,personal
11144,29,male,145565,widowed,0,phd,31,average,8730,personal
11145,20,male,77428,widowed,5,master,41,good,6014,business
11146,32,female,67229,single,4,master,41,good,7497,education
11147,61,female,91474,married,5,bachelor,19,good,2685,home
11148,59,female,77076,widowed,1,bachelor,18,good,9598,car
11149,25,female,70357,single,0,master,35,average,944,home
11150,60,female,95800,married,3,bachelor,7,good,6719,personal
11151,53,female,143597,married,1,master,29,good,5066,personal
11152,33,male,87692,married,3,master,25,good,5405,personal
11153,34,male,128327,married,5,master,24,good,5813,education
11154,21,female,65178,divorced,1,bachelor,27,good,5200,car
11155,24,female,90796,divorced,3,phd,40,good,7623,car
11156,59,female,90200,married,5,phd,20,good,5012,car
11157,61,female,89591,divorced,1,bachelor,23,average,8022,business
11158,37,male,117659,married,2,phd,37,good,5727,business
11159,45,male,108533,married,5,bachelor,50,average,6937,home
11160,44,female,147661,single,0,master,45,average,4449,education
11161,58,male,57684,widowed,4,bachelor,46,average,800,personal
11162,59,male,98600,divorced,4,bachelor,47,good,363,business
11163,36,female,135713,widowed,5,phd,25,average,8409,education
11164,25,female,113071,divorced,3,phd,18,average,8697,home
11165,47,male,128790,widowed,0,bachelor,42,average,6532,personal
11166,36,male,99360,married,3,master,14,good,1870,home
11167,36,female,135540,widowed,3,master,9,average,9614,education
11168,58,male,61760,married,2,master,3,average,1137,home
11169,53,male,57042,divorced,4,phd,35,good,2685,education
11170,69,female,61923,single,4,phd,33,good,2229,personal
11171,50,female,134261,married,2,phd,41,average,2529,personal
11172,19,male,131993,single,3,bachelor,29,good,7133,personal
11173,38,female,146870,divorced,4,bachelor,45,average,2429,education
11174,32,male,64448,single,0,master,36,average,8196,business
11175,66,male,97194,divorced,4,bachelor,45,good,9628,car
11176,56,male,100261,single,1,master,16,good,3619,home
11177,54,female,112738,single,2,phd,42,good,6638,personal
11178,24,female,91347,single,3,bachelor,11,average,386,business
11179,36,female,92405,married,2,bachelor,48,average,8373,business
11180,57,male,91025,single,5,phd,8,average,7053,home
11181,57,male,59407,widowed,4,phd,50,average,2484,personal
11182,25,female,102188,married,5,phd,33,good,2899,business
11183,25,male,112048,single,5,phd,39,average,9776,car
11184,32,female,65359,married,2,phd,27,good,4236,home
11185,54,male,76422,widowed,4,master,41,good,7629,car
11186,48,female,60797,married,0,bachelor,48,good,8940,business
11187,44,male,56575,married,0,master,13,good,9679,education
11188,35,male,58281,widowed,1,phd,40,good,1274,car
11189,61,female,89143,divorced,1,phd,50,good,1311,business
11190,58,male,134851,divorced,4,master,31,average,3632,business
11191,43,male,83898,married,5,phd,40,average,7416,business
11192,64,female,96710,married,4,phd,44,average,362,home
11193,18,female,63114,married,4,bachelor,47,good,3802,education
11194,40,male,115970,married,0,master,39,average,3767,business
11195,33,female,142936,married,4,phd,34,average,2344,home
11196,19,female,63348,divorced,4,master,50,average,3001,personal
11197,36,female,81532,widowed,0,master,27,average,9913,home
11198,48,male,113250,single,5,master,22,average,455,education
11199,21,male,134403,married,5,bachelor,26,good,8617,education
11200,56,female,81188,widowed,2,bachelor,12,good,7402,education
11201,52,female,70544,married,0,bachelor,10,average,6110,personal
11202,53,female,134857,divorced,3,master,7,good,4274,education
11203,42,male,66090,divorced,4,bachelor,17,good,772,education
11204,43,male,115340,widowed,5,phd,19,average,5545,personal
11205,33,male,129401,divorced,0,bachelor,37,average,6053,car
11206,21,female,135397,married,5,bachelor,26,average,1667,home
11207,60,male,66888,widowed,1,master,32,average,2095,education
11208,61,female,97151,married,2,phd,28,average,501,personal
11209,23,male,95870,divorced,3,phd,4,average,875,education
11210,65,female,132353,single,2,phd,14,average,8765,home
11211,20,female,54718,divorced,0,master,50,average,1776,business
11212,66,female,120554,married,2,phd,26,average,3289,education
11213,40,male,129347,single,0,bachelor,36,good,4930,business
11214,66,male,147253,divorced,4,bachelor,45,average,4169,education
11215,46,female,77428,divorced,0,bachelor,16,average,9480,personal
11216,67,female,87400,single,4,bachelor,16,good,3952,home
11217,67,female,119736,married,5,bachelor,11,average,8704,business
11218,27,male,69256,married,2,bachelor,49,average,7140,home
11219,65,male,74605,single,2,master,4,good,8529,home
11220,50,female,130910,single,4,master,33,good,5020,home
11221,25,male,51984,divorced,1,master,34,average,848,education
11222,21,female,94777,married,4,bachelor,39,average,7859,personal
11223,60,female,100055,widowed,4,master,45,average,1988,education
11224,70,female,69474,divorced,4,master,4,average,2694,business
11225,51,female,56160,divorced,5,phd,32,good,9496,home
11226,47,male,145885,married,5,bachelor,19,good,5985,education
11227,39,female,116706,widowed,0,phd,15,good,7918,personal
11228,68,female,86608,divorced,3,phd,30,good,285,personal
11229,67,male,103605,married,0,master,38,average,243,education
11230,35,female,136170,married,4,master,50,good,7583,car
11231,23,female,110562,widowed,2,phd,34,good,8217,car
11232,37,male,115761,single,0,phd,27,average,29,education
11233,34,female,51303,single,3,master,42,average,345,car
11234,53,female,146909,widowed,5,bachelor,23,average,1390,education
11235,26,male,102607,divorced,1,master,11,good,6684,personal
11236,43,female,83094,single,0,bachelor,8,average,4488,business
11237,61,female,141345,divorced,5,bachelor,5,average,2914,car
11238,28,female,118727,widowed,1,bachelor,43,average,3335,education
11239,20,female,52811,widowed,1,master,26,average,4183,personal
11240,56,male,111488,married,2,master,38,good,680,home
11241,47,female,85785,widowed,4,master,8,average,7611,personal
11242,43,male,89516,widowed,4,bachelor,23,good,4375,business
11243,63,male,124361,married,1,phd,27,average,6616,education
11244,36,male,65772,married,3,phd,25,average,4256,education
11245,28,female,143102,married,1,master,40,good,7451,car
11246,57,female,74770,single,1,phd,3,average,8214,business
11247,48,male,145240,married,4,phd,50,good,1326,personal
11248,52,female,91613,divorced,2,phd,4,average,1309,education
11249,61,male,55509,widowed,4,bachelor,33,good,2918,home
11250,44,male,94374,divorced,2,master,41,good,6909,car
11251,65,female,90364,divorced,5,master,34,good,375,education
11252,59,female,92889,widowed,1,bachelor,29,good,971,home
11253,59,male,146450,divorced,3,master,36,good,340,car
11254,37,male,120663,widowed,0,bachelor,24,good,6051,home
11255,46,male,106701,divorced,2,master,26,average,7872,home
11256,44,male,87295,divorced,4,bachelor,34,good,7050,business
11257,39,female,94084,widowed,2,phd,46,good,9192,personal
11258,60,male,78381,married,4,master,40,good,6836,business
11259,23,male,113884,married,4,phd,9,average,5019,business
11260,53,female,124140,divorced,2,phd,6,good,4440,home
11261,40,female,97809,widowed,4,master,13,average,2378,education
11262,45,female,128194,widowed,2,master,40,good,9074,car
11263,34,female,50029,married,3,bachelor,37,average,7684,education
11264,56,male,135050,widowed,4,phd,19,average,7226,business
11265,66,female,145229,single,2,bachelor,19,average,6654,personal
11266,52,male,80724,married,5,bachelor,20,average,5358,car
11267,33,male,89084,single,4,master,31,good,5593,home
11268,39,male,85329,widowed,2,master,18,good,5289,home
11269,70,female,50073,widowed,5,phd,8,average,41,personal
11270,19,male,90563,single,1,phd,28,average,7946,business
11271,34,male,138593,widowed,1,phd,45,average,4268,home
11272,69,male,73110,divorced,1,bachelor,29,average,1922,education
11273,67,female,114876,married,4,phd,7,good,8897,car
11274,69,female,109141,divorced,4,master,23,average,2966,business
11275,56,male,120937,single,1,bachelor,23,average,230,car
11276,57,female,96625,divorced,2,phd,27,good,3783,business
11277,54,male,146128,widowed,3,master,46,average,3258,business
11278,44,male,143624,widowed,3,phd,37,average,2814,business
11279,33,female,129980,widowed,5,phd,16,average,5487,personal
11280,39,male,117279,divorced,1,bachelor,41,average,2588,education
11281,35,female,61711,divorced,0,master,29,good,2551,home
11282,51,male,60468,widowed,5,master,48,good,1044,home
11283,24,female,117273,single,4,phd,26,good,8837,car
11284,24,male,96821,married,3,master,24,average,765,car
11285,45,male,127778,widowed,2,bachelor,26,good,3514,car
11286,63,female,98301,widowed,5,master,4,average,7617,personal
11287,24,male,68502,divorced,1,master,7,good,2915,car
11288,67,male,101602,single,4,bachelor,47,good,9530,personal
11289,65,female,74907,single,3,master,49,average,9930,personal
11290,29,female,120332,widowed,1,phd,35,average,1830,education
11291,42,female,100223,widowed,5,bachelor,5,good,154,education
11292,29,male,67018,divorced,1,master,17,good,8486,personal
11293,67,male,53791,single,2,bachelor,5,good,5373,personal
11294,58,male,86101,divorced,4,bachelor,3,average,4464,business
11295,40,female,62557,married,5,master,20,good,2283,education
11296,45,male,144509,married,2,master,35,good,435,education
11297,45,female,112758,widowed,0,phd,4,good,711,car
11298,52,male,67305,widowed,2,master,40,average,6978,education
11299,50,female,98585,divorced,0,master,3,average,6863,home
11300,70,male,55892,divorced,1,phd,19,average,7977,personal
11301,55,female,114316,widowed,5,phd,20,good,5042,business
11302,29,female,133193,widowed,3,master,25,good,3479,education
11303,62,male,142327,widowed,5,bachelor,10,average,9039,personal
11304,48,female,126649,widowed,1,phd,15,good,5436,home
11305,53,male,119523,single,5,master,11,good,8048,business
11306,66,male,54404,widowed,3,bachelor,38,good,9888,car
11307,51,male,88973,divorced,4,phd,36,good,2534,business
11308,43,male,65565,single,5,phd,48,average,8700,personal
11309,63,female,124672,single,5,phd,5,average,3985,education
11310,58,male,98343,single,1,phd,46,good,3568,education
11311,57,female,138377,divorced,1,bachelor,20,good,4503,home
11312,52,male,139021,divorced,0,master,5,good,3042,home
11313,41,male,69257,married,0,bachelor,17,good,7613,car
11314,64,female,57128,divorced,2,bachelor,8,good,6442,home
11315,39,female,64442,widowed,0,phd,40,good,6618,personal
11316,41,female,52806,married,0,master,45,average,1384,car
11317,19,male,147819,widowed,5,master,29,average,9686,business
11318,35,female,109416,married,5,master,14,good,8391,car
11319,44,female,131760,widowed,1,master,20,good,1585,education
11320,25,male,87595,widowed,0,master,8,average,1411,business
11321,21,female,129607,single,3,bachelor,36,good,3447,car
11322,62,female,126840,single,4,master,28,good,8790,home
11323,38,female,133174,widowed,2,phd,13,average,4872,personal
11324,31,female,118078,married,1,bachelor,20,good,680,personal
11325,52,female,87825,married,4,bachelor,9,average,2412,education
11326,53,female,134507,married,5,bachelor,15,good,4021,car
11327,30,male,86245,single,5,phd,41,good,5580,business
11328,56,female,54113,married,5,phd,43,good,1353,education
11329,26,male,74239,single,1,phd,8,average,7931,home
11330,68,female,64477,divorced,0,master,5,good,626,education
11331,60,male,131891,married,0,phd,46,good,9878,home
11332,60,female,55834,widowed,4,phd,13,good,8095,car
11333,55,female,110678,divorced,1,phd,22,average,6656,personal
11334,30,female,66793,single,1,bachelor,15,good,706,business
11335,46,female,78414,widowed,0,bachelor,29,average,58,home
11336,66,male,143711,married,3,bachelor,47,average,6590,education
11337,52,male,147505,widowed,3,master,15,good,4776,personal
11338,28,male,61071,married,4,master,17,good,8862,personal
11339,21,female,136971,divorced,2,bachelor,25,average,6371,car
11340,54,male,86095,divorced,1,phd,34,average,4080,education
11341,69,male,61360,married,4,master,44,good,572,education
11342,42,male,100288,married,0,bachelor,48,good,1223,business
11343,28,female,102453,widowed,4,phd,41,average,3071,business
11344,34,female,113691,divorced,1,master,27,good,6396,education
11345,36,male,120484,widowed,3,master,23,good,2020,business
11346,49,female,76428,single,4,bachelor,42,average,2231,personal
11347,35,female,104853,divorced,3,phd,4,good,8913,home
11348,64,female,99544,widowed,2,bachelor,14,good,1108,home
11349,67,female,114515,divorced,5,bachelor,21,average,2211,car
11350,70,female,110173,widowed,1,bachelor,36,average,5405,business
11351,54,female,138170,married,4,master,38,average,5688,business
11352,61,male,144569,single,0,phd,23,good,8676,home
11353,33,female,117466,married,2,bachelor,37,good,1968,home
11354,38,female,109574,married,5,bachelor,27,average,7026,business
11355,38,female,79366,widowed,5,phd,23,good,762,education
11356,33,male,123247,single,5,master,9,average,3806,education
11357,52,female,118853,single,4,bachelor,48,good,8452,home
11358,43,female,127740,married,4,master,18,good,4058,business
11359,66,female,132929,divorced,2,master,6,good,2703,car
11360,64,male,70479,single,0,bachelor,22,average,3860,education
11361,28,male,100670,widowed,2,phd,11,good,8389,home
11362,22,male,78946,divorced,1,phd,6,good,1783,business
11363,47,female,107804,married,1,bachelor,19,good,4345,personal
11364,70,female,122656,married,0,phd,31,good,3893,education
11365,20,male,63761,divorced,0,bachelor,33,good,7606,car
11366,36,female,88110,divorced,1,phd,33,average,6325,home
11367,35,female,70381,single,1,bachelor,17,average,7942,car
11368,47,female,92683,married,0,master,23,average,7518,personal
11369,36,male,69678,married,1,bachelor,8,average,1203,business
11370,70,male,77857,single,4,bachelor,43,average,7872,car
11371,45,male,74885,divorced,1,phd,38,good,1739,business
11372,44,male,91379,single,2,phd,5,average,234,education
11373,34,male,138102,widowed,5,bachelor,10,good,1489,home
11374,43,female,116548,married,4,phd,23,average,4111,personal
11375,67,female,72428,single,1,bachelor,19,average,6293,business
11376,32,female,61370,single,3,master,10,average,6092,home
11377,28,female,68163,widowed,2,bachelor,12,average,6634,business
11378,57,male,86551,married,4,bachelor,26,good,9868,personal
11379,70,male,76342,widowed,1,phd,40,good,6765,personal
11380,70,male,68375,divorced,1,phd,6,average,3615,car
11381,50,male,139997,widowed,1,master,42,good,2630,business
11382,27,female,91318,divorced,1,phd,42,average,3870,education
11383,51,female,61711,divorced,5,bachelor,50,average,1722,home
11384,36,male,126779,married,0,bachelor,50,average,2789,personal
11385,26,male,140513,married,1,master,24,average,418,home
11386,53,male,99419,widowed,2,master,14,average,2965,personal
11387,20,male,109659,married,5,master,9,average,9279,education
11388,39,female,65230,divorced,4,phd,12,good,1890,education
11389,44,female,107358,married,1,master,17,average,6833,personal
11390,48,female,122490,single,5,phd,40,good,2669,home
11391,18,male,62956,widowed,0,phd,29,good,2875,education
11392,26,male,147716,divorced,2,phd,20,average,1442,education
11393,66,female,115225,divorced,2,master,9,average,1967,business
11394,26,male,109733,married,1,phd,27,good,3330,car
11395,50,male,65732,single,5,phd,39,good,8708,business
11396,32,female,133022,single,1,bachelor,39,good,1959,home
11397,35,female,109630,single,5,master,15,average,7395,car
11398,55,female,103895,widowed,5,bachelor,24,average,7658,education
11399,54,female,95437,divorced,5,bachelor,50,average,8836,home
11400,38,male,91586,divorced,1,master,28,good,975,home
11401,59,male,108088,single,5,master,16,good,6268,personal
11402,29,male,142290,divorced,0,bachelor,15,good,2822,education
11403,40,female,87959,divorced,1,bachelor,22,good,7657,education
11404,31,female,107695,married,2,master,27,good,8460,car
11405,45,female,63623,married,5,master,30,good,283,education
11406,49,female,125870,single,2,phd,44,good,6453,personal
11407,61,female,100267,single,5,phd,37,average,5441,personal
11408,64,female,129580,widowed,2,bachelor,31,good,2688,business
11409,45,female,73689,married,0,master,8,good,5614,home
11410,64,female,56848,married,1,bachelor,24,good,8629,personal
11411,54,female,83291,widowed,1,phd,10,good,9966,home
11412,49,female,68403,married,5,bachelor,33,good,3061,business
11413,23,female,109635,widowed,1,bachelor,39,average,4485,education
11414,65,male,141582,single,3,phd,18,good,3782,education
11415,66,male,53326,widowed,2,bachelor,44,good,2044,home
11416,68,male,139168,widowed,0,phd,4,average,6859,home
11417,47,male,61547,widowed,5,bachelor,18,good,8814,education
11418,52,female,134737,single,4,bachelor,39,average,6001,personal
11419,32,female,116592,married,5,phd,22,good,5391,personal
11420,45,female,103941,widowed,0,phd,34,average,7223,car
11421,67,female,111558,widowed,1,phd,30,average,6911,home
11422,69,female,100351,divorced,3,bachelor,11,average,4875,business
11423,38,male,114459,married,0,bachelor,25,average,1403,home
11424,70,male,108534,divorced,0,phd,11,average,7465,home
11425,50,male,59726,married,2,bachelor,37,average,4957,home
11426,41,female,103240,married,1,bachelor,27,average,2849,personal
11427,30,female,93076,married,1,phd,13,good,8898,personal
11428,59,female,117536,married,3,phd,9,average,5573,home
11429,27,female,113979,widowed,4,bachelor,3,average,8480,education
11430,29,female,121704,widowed,4,bachelor,46,average,479,business
11431,66,male,130669,divorced,4,master,48,average,7061,education
11432,38,male,88310,widowed,5,phd,19,good,5028,education
11433,28,female,60917,married,3,master,8,good,3742,personal
11434,64,female,64491,single,2,bachelor,13,average,9155,education
11435,43,male,117987,single,3,bachelor,21,good,9878,car
11436,20,female,100526,divorced,2,master,24,good,4976,personal
11437,40,female,110858,single,3,bachelor,35,average,3071,car
11438,65,female,54718,divorced,2,master,24,average,2159,home
11439,36,female,81696,married,2,bachelor,4,good,71,home
11440,70,female,97736,widowed,1,master,13,average,2519,education
11441,41,female,145893,divorced,5,phd,23,average,9252,education
11442,32,male,72155,married,1,bachelor,50,average,5287,education
11443,59,male,106543,single,0,master,43,good,6001,education
11444,36,female,132796,widowed,2,bachelor,27,average,5885,car
11445,68,male,98512,widowed,1,master,50,good,1215,education
11446,29,male,144414,divorced,1,phd,20,good,1352,car
11447,51,male,106189,widowed,4,master,50,good,2827,education
11448,35,male,72931,married,0,phd,17,average,6711,personal
11449,39,male,108579,widowed,0,bachelor,7,good,2783,car
11450,33,male,116505,widowed,3,master,14,average,5926,personal
11451,64,female,135066,married,3,phd,22,good,1433,education
11452,55,male,129304,married,2,phd,32,average,2912,car
11453,33,female,84310,widowed,2,bachelor,21,average,6536,business
11454,51,female,81799,married,5,master,40,good,8818,education
11455,24,male,103268,widowed,0,master,45,average,8799,personal
